service_duration
0
0
0
0
0
0
0
0
0
0
0
0
0
0.194762
0.477058
0.451673
0.425104
0.401487
0.380356
0.361338
0.344132
0.328489
0.314207
0.301115
0.28907
0.277952
0.267658
0.348831
0.472373
0.607379
0.905038
1.47092
1.52507
1.48021
1.86042
3.22886
4.66023
4.53759
4.42125
4.31071
4.50592
4.39863
4.29634
4.1987
4.12585
4.25217
4.27537
4.33799
4.3487
4.36002
4.27453
4.19233
4.21974
4.27859
4.35648
4.52764
4.4997
4.42212
4.45195
4.37775
4.30598
4.23653
4.16928
4.10414
4.04466
4.00678
3.94698
3.88894
3.85039
4.37285
4.31127
4.25175
4.19351
4.13684
4.08168
4.02797
3.97566
3.92469
3.87501
3.97853
3.92942
3.95037
3.90278
3.96449
3.91785
3.87229
3.86079
3.81691
3.77403
3.73209
3.76175
3.82971
4.26102
4.3461
4.3867
4.35844
4.32387
4.27974
4.23651
4.79428
4.74681
4.70027
4.65464
5.91405
5.90343
5.84773
5.79308
5.73944
5.68679
7.51155
7.44813
7.41936
9.69415
12.0352
11.9306
11.8277
11.7266
12.3118
15.1833
15.0568
14.9324
14.814
15.7696
15.6425
15.5173
15.4262
15.5341
15.4128
15.2933
15.8982
16.2778
16.2449
16.1578
16.1562
16.0366
15.9363
15.82
16.0439
16.3901
16.273
16.5539
16.5836
16.5307
17.0019
16.8847
16.7711
16.6822
16.5695
16.4583
16.3486
16.2403
17.0677
17.0351
17.0234
16.9608
17.3648
18.0325
17.9559
18.5539
18.4379
19.2308
19.1121
19.0505
18.9435
18.8287
18.7153
18.6032
18.4925
18.3831
18.2749
18.1681
18.0624
18.0698
17.9659
17.8914
17.9636
17.9354
17.8347
17.735
17.6448
17.6092
17.514
17.4183
17.3236
17.2299
17.1373
17.0457
16.955
16.8653
16.7765
16.6887
16.6018
16.5158
16.468
16.4588
16.4506
16.4576
16.4269
16.3443
16.2626
16.7132
16.8782
17.1288
17.0448
16.9617
16.8975
16.8159
17.2348
17.394
17.3234
17.2502
17.4766
17.4804
17.3987
17.4354
17.3832
17.3066
17.3041
17.4314
17.5043
17.4251
17.3466
17.2688
17.1917
17.1153
17.0411
16.9884
16.9457
16.8717
16.9632
16.8897
16.8169
16.7448
16.6803
16.6093
16.5389
16.4692
16.4
16.3313
16.2633
16.1958
16.1289
16.0707
16.0508
15.9979
16.0839
16.0197
15.9902
15.926
15.8623
15.7991
15.7364
15.781
15.7228
15.6611
15.6524
15.6574
15.6421
15.6322
15.5844
15.5517
15.5765
15.5183
15.5034
15.4449
15.3868
15.3292
15.272
15.3028
15.2713
15.2767
15.2206
15.3546
15.5453
15.5097
15.4535
15.3977
15.3423
15.4803
15.4476
15.4551
15.4875
15.4919
15.4435
15.4112
15.3601
15.3121
15.259
15.2062
15.2623
15.2098
15.1578
15.106
15.0546
15.0036
14.9529
14.9026
14.8526
14.8029
14.7535
14.7045
14.6558
14.6075
14.5594
14.5117
14.4643
14.4171
14.3703
14.3238
14.2776
14.2782
14.2715
14.3912
14.3454
14.2998
14.271
14.2273
14.1826
14.1381
14.0939
14.05
14.0219
13.9984
13.9847
13.9935
13.9927
13.9618
14.0652
14.0595
14.0169
13.9745
13.9324
13.8906
14.1835
14.5094
14.4724
14.6255
14.8097
14.8507
14.8644
14.8208
14.7775
14.7344
15.0459
15.0023
14.9589
14.9158
14.873
14.8303
14.7972
14.7663
14.7244
14.6827
14.6614
14.6201
14.579
14.5382
14.4976
14.4572
14.417
14.3771
14.3579
14.3183
14.279
14.2399
14.201
14.1623
14.1551
14.1199
14.0817
14.0438
14.0162
14.0907
14.0531
14.274
14.236
14.1982
14.3324
14.3246
14.3032
14.5697
14.5642
14.5435
14.5104
14.4779
14.4453
14.4309
14.4678
14.4306
14.3936
14.5392
14.5021
14.4652
14.5434
14.5066
14.594
14.5573
14.5291
14.4926
14.4672
14.4311
14.3969
14.3951
14.3808
14.3453
14.31
14.2748
14.2531
14.257
14.2579
14.2275
14.2216
14.2031
14.1948
14.1892
14.1988
14.1647
14.1308
14.2154
14.2024
14.1686
14.1351
14.1017
14.0789
14.0821
14.0916
14.1321
14.1336
14.1074
14.1846
14.1517
14.119
14.1225
14.09
14.1084
14.076
14.0438
14.0118
13.9799
14.0799
14.0702
14.0384
14.0148
13.9916
13.9674
13.9361
13.905
13.8739
13.843
13.8123
13.7816
