Liczba statków po wp³yniêciu do kana³u;Œredni czas oczekiwania na wp³yniêcie
3768;80.3527
3769;80.371
3770;80.4099
3771;80.3932
3772;80.3736
3773;80.4004
3774;80.3849
3775;80.4351
3776;80.4167
3777;80.4019
3778;80.3838
3779;80.3635
3780;80.4046
3781;80.4333
3782;80.412
3783;80.4461
3784;80.4627
3785;80.4468
3786;80.4659
3787;80.4989
3788;80.4798
3789;80.4931
3790;80.4718
3791;80.4506
3792;80.4294
3793;80.4857
3794;80.5202
3795;80.499
3796;80.4778
3797;80.5069
3798;80.5466
3799;80.5665
3800;80.5885
3801;80.579
3802;80.6006
3803;80.6179
3804;80.6024
3805;80.6201
3806;80.6001
3807;80.634
3808;80.6378
3809;80.6166
3810;80.5967
3811;80.5769
3812;80.5569
3813;80.5358
3814;80.5432
3815;80.5221
3816;80.5619
3817;80.5408
3818;80.5197
3819;80.539
3820;80.5817
3821;80.5975
3822;80.6188
3823;80.6012
3824;80.589
3825;80.609
3826;80.5973
3827;80.5906
3828;80.5821
3829;80.6129
3830;80.5918
3831;80.5708
3832;80.5498
3833;80.5288
3834;80.5085
3835;80.5151
3836;80.5672
3837;80.5707
3838;80.5573
3839;80.567
3840;80.5928
3841;80.6048
3842;80.6004
3843;80.5831
3844;80.5759
3845;80.5877
3846;80.5817
3847;80.5982
3848;80.578
3849;80.6121
3850;80.6433
3851;80.6852
3852;80.7255
3853;80.705
3854;80.7446
3855;80.7712
3856;80.7503
3857;80.781
3858;80.8364
3859;80.8155
3860;80.7946
3861;80.8292
3862;80.8605
3863;80.9033
3864;80.8831
3865;80.865
3866;80.8459
3867;80.825
3868;80.8041
3869;80.7832
3870;80.8327
3871;80.8674
3872;80.8466
3873;80.8623
3874;80.9149
3875;80.9251
3876;80.9841
3877;81.0354
3878;81.0182
3879;80.9983
3880;81.0169
3881;80.9967
3882;80.9761
3883;80.9562
3884;80.9935
3885;81.044
3886;81.0231
3887;81.0062
3888;80.9999
3889;80.9832
3890;80.9666
3891;80.9458
3892;80.935
3893;80.9142
3894;80.8934
3895;80.8728
3896;80.8523
3897;80.8315
3898;80.8108
3899;80.7916
3900;80.7709
3901;80.7502
3902;80.738
3903;80.7173
3904;80.6966
3905;80.676
3906;80.6553
3907;80.636
3908;80.6167
3909;80.5961
3910;80.5755
3911;80.5563
3912;80.5433
3913;80.5238
3914;80.5032
3915;80.4827
3916;80.4633
3917;80.4428
3918;80.4345
3919;80.414
3920;80.3935
3921;80.3812
3922;80.3609
3923;80.3417
3924;80.3218
3925;80.3028
3926;80.2847
3927;80.2655
3928;80.2458
3929;80.2255
3930;80.2109
3931;80.1932
3932;80.1769
3933;80.1599
3934;80.145
3935;80.1299
3936;80.1132
3937;80.0998
3938;80.0795
3939;80.064
3940;80.0512
3941;80.0309
3942;80.0117
3943;79.9959
3944;79.9878
3945;79.9709
3946;79.9506
3947;79.9303
3948;79.9101
3949;79.89
3950;79.871
3951;79.8508
3952;79.8306
3953;79.8172
3954;79.797
3955;79.7841
3956;79.7644
3957;79.7443
3958;79.7318
3959;79.7116
3960;79.7
3961;79.6809
3962;79.6608
3963;79.6407
3964;79.6283
3965;79.6093
3966;79.5902
3967;79.5732
3968;79.5532
3969;79.5331
3970;79.5131
3971;79.4931
3972;79.473
3973;79.4538
3974;79.4361
3975;79.4179
3976;79.3979
3977;79.3779
3978;79.358
3979;79.338
3980;79.3181
3981;79.2982
3982;79.2782
3983;79.2583
3984;79.2384
3985;79.2197
3986;79.1998
3987;79.1799
3988;79.1612
3989;79.1418
3990;79.1262
3991;79.1064
3992;79.0866
3993;79.0668
3994;79.047
3995;79.0272
3996;79.0079
3997;78.9894
3998;78.9705
3999;78.9526
4000;78.9349
4001;78.9152
4002;78.8955
4003;78.8758
4004;78.8561
4005;78.8364
4006;78.8176
4007;78.8012
4008;78.7838
4009;78.7655
4010;78.7464
4011;78.7267
4012;78.7071
4013;78.6875
4014;78.6679
4015;78.6483
4016;78.6306
4017;78.6139
4018;78.5988
4019;78.5831
4020;78.5636
4021;78.5554
4022;78.5381
4023;78.5312
4024;78.5149
4025;78.4988
4026;78.4805
4027;78.461
4028;78.4416
4029;78.4264
4030;78.4155
4031;78.3966
4032;78.3775
4033;78.3694
4034;78.3745
4035;78.3794
4036;78.3765
4037;78.3571
4038;78.3377
4039;78.321
4040;78.3238
4041;78.3065
4042;78.2938
4043;78.2795
4044;78.2648
4045;78.2652
4046;78.2556
4047;78.2364
4048;78.2171
4049;78.1977
4050;78.1784
4051;78.1608
4052;78.1416
4053;78.1223
4054;78.103
4055;78.0843
4056;78.065
4057;78.0458
4058;78.0292
4059;78.0124
4060;77.9937
4061;77.9758
4062;77.958
4063;77.9389
4064;77.9197
4065;77.9064
4066;77.8875
4067;77.8688
4068;77.8497
4069;77.8423
4070;77.8294
4071;77.8106
4072;77.7919
4073;77.7745
4074;77.7562
4075;77.7375
4076;77.7235
4077;77.7098
4078;77.6983
4079;77.682
4080;77.6651
4081;77.6488
4082;77.6326
4083;77.6183
4084;77.6024
4085;77.5844
4086;77.5654
4087;77.5532
4088;77.5342
4089;77.5153
4090;77.5002
4091;77.5033
4092;77.4977
4093;77.4788
4094;77.4683
4095;77.4495
4096;77.4309
4097;77.4132
4098;77.4015
4099;77.3826
4100;77.3637
4101;77.3483
4102;77.3294
4103;77.3106
4104;77.2956
4105;77.2792
4106;77.2751
4107;77.2632
4108;77.2631
4109;77.2471
4110;77.2311
4111;77.2148
4112;77.1985
4113;77.1799
4114;77.1612
4115;77.1617
4116;77.143
4117;77.1242
4118;77.1055
4119;77.0868
4120;77.0969
4121;77.0781
4122;77.0594
4123;77.0634
4124;77.0447
4125;77.0275
4126;77.0269
4127;77.0129
4128;77.0126
4129;76.9973
4130;76.9788
4131;76.9805
4132;76.9618
4133;76.9432
4134;76.9246
4135;76.9064
4136;76.8913
4137;76.8764
4138;76.8594
4139;76.8408
4140;76.8223
4141;76.8037
4142;76.7852
4143;76.7685
4144;76.75
4145;76.7323
4146;76.7138
4147;76.7015
4148;76.6973
4149;76.6813
4150;76.665
4151;76.6561
4152;76.6484
4153;76.6391
4154;76.6206
4155;76.615
4156;76.6054
4157;76.5947
4158;76.5848
4159;76.5886
4160;76.5715
4161;76.5534
4162;76.537
4163;76.5209
4164;76.5031
4165;76.4848
4166;76.4664
4167;76.4527
4168;76.4343
4169;76.4218
4170;76.4035
4171;76.3854
4172;76.3811
4173;76.3628
4174;76.3445
4175;76.3262
4176;76.3099
4177;76.2929
4178;76.2747
4179;76.2805
4180;76.2623
4181;76.244
4182;76.227
4183;76.247
4184;76.2635
4185;76.2497
4186;76.2363
4187;76.2194
4188;76.2028
4189;76.2258
4190;76.2514
4191;76.2332
4192;76.2162
4193;76.1993
4194;76.1811
4195;76.2243
4196;76.2464
4197;76.2318
4198;76.2155
4199;76.1974
4200;76.1792
4201;76.1611
4202;76.1442
4203;76.1261
4204;76.108
4205;76.0899
4206;76.0718
4207;76.0537
4208;76.0902
4209;76.0789
4210;76.1189
4211;76.1383
4212;76.164
4213;76.1569
4214;76.1473
4215;76.1333
4216;76.1179
4217;76.1004
4218;76.0824
4219;76.0741
4220;76.056
4221;76.0472
4222;76.0645
4223;76.0478
4224;76.0305
4225;76.0595
4226;76.0436
4227;76.0281
4228;76.0129
4229;76.0099
4230;75.9934
4231;75.9892
4232;75.9779
4233;75.96
4234;75.9446
4235;75.927
4236;75.9627
4237;75.9467
4238;75.9828
4239;75.9654
4240;76.0024
4241;75.9877
4242;76
4243;76.0139
4244;76.0529
4245;76.0552
4246;76.1009
4247;76.0888
4248;76.0931
4249;76.0934
4250;76.0759
4251;76.0591
4252;76.119
4253;76.1011
4254;76.0834
4255;76.1214
4256;76.1035
4257;76.0873
4258;76.104
4259;76.1245
4260;76.1732
4261;76.156
4262;76.1898
4263;76.2407
4264;76.2272
4265;76.259
4266;76.2411
4267;76.2232
4268;76.2725
4269;76.2773
4270;76.2594
4271;76.2416
4272;76.2237
4273;76.2059
4274;76.2666
4275;76.2823
4276;76.2858
4277;76.2972
4278;76.2812
4279;76.2847
4280;76.2698
4281;76.2555
4282;76.2527
4283;76.3162
4284;76.3152
4285;76.2978
4286;76.2803
4287;76.2625
4288;76.2461
4289;76.2283
4290;76.2225
4291;76.2047
4292;76.187
4293;76.1692
4294;76.1515
4295;76.1484
4296;76.1336
4297;76.1196
4298;76.1068
4299;76.0891
4300;76.089
4301;76.0744
4302;76.0587
4303;76.0453
4304;76.0299
4305;76.0366
4306;76.027
4307;76.0093
4308;75.9917
4309;76.0088
4310;75.9912
4311;75.974
4312;75.9564
4313;75.9796
4314;75.9632
4315;75.9937
4316;75.9762
4317;75.9586
4318;75.941
4319;75.9238
4320;75.9063
4321;75.8887
4322;75.9299
4323;75.9136
4324;75.8961
4325;75.8977
4326;75.8837
4327;75.8704
4328;75.8555
4329;75.8567
4330;75.8542
4331;75.8424
4332;75.8279
4333;75.8125
4334;75.797
4335;75.7805
4336;75.7633
4337;75.7673
4338;75.7533
4339;75.7415
4340;75.7315
4341;75.7141
4342;75.6967
4343;75.6831
4344;75.6688
4345;75.6555
4346;75.6381
4347;75.6207
4348;75.6047
4349;75.5873
4350;75.5699
4351;75.5525
4352;75.5352
4353;75.5178
4354;75.5005
4355;75.4832
4356;75.4658
4357;75.4485
4358;75.4312
4359;75.4139
4360;75.3966
4361;75.3793
4362;75.362
4363;75.3448
4364;75.3275
4365;75.3229
4366;75.3186
4367;75.3013
4368;75.2841
4369;75.2834
4370;75.2686
4371;75.2521
4372;75.2407
4373;75.2235
4374;75.2063
4375;75.1891
4376;75.1732
4377;75.156
4378;75.1388
4379;75.1217
4380;75.1045
4381;75.0915
4382;75.0744
4383;75.0572
4384;75.0401
4385;75.0247
4386;75.0097
4387;74.9935
4388;74.978
4389;74.961
4390;74.9439
4391;74.9268
4392;74.9098
4393;74.9005
4394;74.8871
4395;74.8768
4396;74.8598
4397;74.8427
4398;74.8257
4399;74.8087
4400;74.8021
4401;74.7857
4402;74.7832
4403;74.7687
4404;74.7546
4405;74.7416
4406;74.7294
4407;74.7129
4408;74.6969
4409;74.6864
4410;74.6695
4411;74.6526
4412;74.6357
4413;74.6187
4414;74.604
4415;74.5899
4416;74.5736
4417;74.579
4418;74.563
4419;74.5467
4420;74.5609
4421;74.5441
4422;74.5458
4423;74.5487
4424;74.5495
4425;74.5393
4426;74.5279
4427;74.5174
4428;74.5064
4429;74.495
4430;74.4819
4431;74.4657
4432;74.4556
4433;74.473
4434;74.4588
4435;74.4588
4436;74.4448
4437;74.4315
4438;74.4148
4439;74.3982
4440;74.3814
4441;74.3779
4442;74.3705
4443;74.3679
4444;74.3672
4445;74.3587
4446;74.3432
4447;74.3265
4448;74.3155
4449;74.2988
4450;74.2821
4451;74.2681
4452;74.2606
4453;74.2439
4454;74.2273
4455;74.2287
4456;74.2178
4457;74.2107
4458;74.1941
4459;74.1775
4460;74.1746
4461;74.1634
4462;74.1488
4463;74.1332
4464;74.1171
4465;74.1005
4466;74.0839
4467;74.0917
4468;74.1017
4469;74.0851
4470;74.0685
4471;74.0886
4472;74.0766
4473;74.0601
4474;74.0478
4475;74.0312
4476;74.0665
4477;74.05
4478;74.0658
4479;74.0493
4480;74.0328
4481;74.0525
4482;74.0413
4483;74.0657
4484;74.0498
4485;74.0333
4486;74.0168
4487;74.0003
4488;74.0427
4489;74.0318
4490;74.0259
4491;74.0105
4492;74.0504
4493;74.036
4494;74.0213
4495;74.0065
4496;73.9901
4497;74.0368
4498;74.083
4499;74.1021
4500;74.0876
4501;74.095
4502;74.0807
4503;74.0657
4504;74.0505
4505;74.0383
4506;74.0649
4507;74.0561
4508;74.0834
4509;74.067
4510;74.0587
4511;74.0426
4512;74.0354
4513;74.06
4514;74.0821
4515;74.0789
4516;74.065
4517;74.0897
4518;74.0784
4519;74.0822
4520;74.0759
4521;74.0643
4522;74.0666
4523;74.0538
4524;74.0544
4525;74.0381
4526;74.0753
4527;74.059
4528;74.0987
4529;74.0826
4530;74.1286
4531;74.1554
4532;74.1767
4533;74.2028
4534;74.1865
4535;74.2087
4536;74.1923
4537;74.2257
4538;74.2505
4539;74.2342
4540;74.2178
4541;74.2023
4542;74.186
4543;74.1697
4544;74.2138
4545;74.2227
4546;74.2092
4547;74.2437
4548;74.2911
4549;74.3124
4550;74.3263
4551;74.3477
4552;74.339
4553;74.3291
4554;74.3592
4555;74.3429
4556;74.3749
4557;74.3594
4558;74.3431
4559;74.3597
4560;74.3434
4561;74.3271
4562;74.3108
4563;74.2945
4564;74.2783
4565;74.322
4566;74.3415
4567;74.3253
4568;74.3219
4569;74.3106
4570;74.3575
4571;74.3513
4572;74.3376
4573;74.3249
4574;74.3105
4575;74.3642
4576;74.4143
4577;74.4028
4578;74.4055
4579;74.3947
4580;74.3954
4581;74.4513
4582;74.4376
4583;74.4226
4584;74.4082
4585;74.3975
4586;74.3813
4587;74.3653
4588;74.3729
4589;74.3567
4590;74.3462
4591;74.3343
4592;74.4239
4593;74.4556
4594;74.4752
4595;74.5658
4596;74.6436
4597;74.6339
4598;74.6222
4599;74.64
4600;74.7278
4601;74.7166
4602;74.7043
4603;74.7316
4604;74.7159
4605;74.6997
4606;74.7311
4607;74.7594
4608;74.7497
4609;74.7359
4610;74.7196
4611;74.8282
4612;74.8129
4613;74.9022
4614;75.0054
4615;74.992
4616;74.9786
4617;74.9624
4618;75.0012
4619;75.0419
4620;75.0771
4621;75.0609
4622;75.1103
4623;75.2119
4624;75.3136
4625;75.2988
4626;75.3508
4627;75.3388
4628;75.3258
4629;75.3792
4630;75.3653
4631;75.351
4632;75.3347
4633;75.3184
4634;75.434
4635;75.4978
4636;75.4837
4637;75.4674
4638;75.5869
4639;75.5714
4640;75.5964
4641;75.657
4642;75.7749
4643;75.7801
4644;75.77
4645;75.7587
4646;75.7488
4647;75.7365
4648;75.7229
4649;75.7096
4650;75.7271
4651;75.7109
4652;75.8429
4653;75.9782
4654;75.9947
4655;76.1169
4656;76.121
4657;76.1062
4658;76.0899
4659;76.2196
4660;76.344
4661;76.3283
4662;76.312
4663;76.2976
4664;76.2828
4665;76.2684
4666;76.2521
4667;76.2358
4668;76.2194
4669;76.3596
4670;76.3433
4671;76.3402
4672;76.3314
4673;76.3152
4674;76.426
4675;76.4103
4676;76.5198
4677;76.5041
4678;76.4877
4679;76.4714
4680;76.455
4681;76.4387
4682;76.5628
4683;76.5479
4684;76.6695
4685;76.7883
4686;76.772
4687;76.7557
4688;76.7393
4689;76.723
4690;76.7066
4691;76.8157
4692;76.7993
4693;76.7834
4694;76.7675
4695;76.7511
4696;76.8687
4697;76.8532
4698;76.8421
4699;76.832
4700;76.9556
4701;76.9466
4702;76.9407
4703;76.932
4704;76.9185
4705;76.9045
4706;77.0338
4707;77.0207
4708;77.0063
4709;76.9909
4710;76.9911
4711;76.976
4712;76.9807
4713;76.9723
4714;76.9619
4715;76.9815
4716;77.1269
4717;77.1105
4718;77.0942
4719;77.0778
4720;77.0712
4721;77.2093
4722;77.3424
4723;77.455
4724;77.4465
4725;77.4354
4726;77.4198
4727;77.4169
4728;77.4005
4729;77.3857
4730;77.3694
4731;77.3532
4732;77.3384
4733;77.3332
4734;77.4662
4735;77.5949
4736;77.5806
4737;77.5646
4738;77.5482
4739;77.5319
4740;77.5255
4741;77.5198
4742;77.6499
4743;77.6469
4744;77.6305
4745;77.6142
4746;77.5978
4747;77.5815
4748;77.7179
4749;77.8525
4750;77.837
4751;77.834
4752;77.8192
4753;77.8028
4754;77.7864
4755;77.7701
4756;77.7813
4757;77.7689
4758;77.9076
4759;77.9034
4760;78.0258
4761;78.1481
4762;78.1382
4763;78.1377
4764;78.1268
4765;78.1522
4766;78.1471
4767;78.1358
4768;78.156
4769;78.2533
4770;78.2395
4771;78.2255
4772;78.2511
4773;78.2886
4774;78.2806
4775;78.266
4776;78.2565
4777;78.2912
4778;78.3177
4779;78.3013
4780;78.293
4781;78.2796
4782;78.2691
4783;78.2551
4784;78.2388
4785;78.3735
4786;78.4028
4787;78.3895
4788;78.3759
4789;78.503
4790;78.6323
4791;78.7655
4792;78.7559
4793;78.7469
4794;78.7423
4795;78.7348
4796;78.7756
4797;78.8973
4798;79.0126
4799;79.01
4800;78.9935
4801;78.9892
4802;79.0329
4803;79.0194
4804;79.0067
4805;78.9931
4806;79.0275
4807;79.0146
4808;78.9994
4809;78.9833
4810;78.9669
4811;79.0036
4812;78.9884
4813;78.972
4814;79.1199
4815;79.1035
4816;79.2371
4817;79.2213
4818;79.2049
4819;79.3156
4820;79.3732
4821;79.3568
4822;79.3403
4823;79.3239
4824;79.3733
4825;79.4114
4826;79.3965
4827;79.4223
4828;79.4856
4829;79.6137
4830;79.6015
4831;79.5896
4832;79.5768
4833;79.5619
4834;79.5677
4835;79.5819
4836;79.5679
4837;79.689
4838;79.6733
4839;79.6575
4840;79.7786
4841;79.7976
4842;79.7814
4843;79.9096
4844;79.9095
4845;79.893
4846;79.8765
4847;79.8638
4848;79.8487
4849;79.8322
4850;79.8181
4851;79.8085
4852;79.911
4853;80.0126
4854;79.9981
4855;80.0952
4856;80.0801
4857;80.1766
4858;80.1625
4859;80.1464
4860;80.1299
4861;80.1134
4862;80.0969
4863;80.1954
4864;80.1789
4865;80.1624
4866;80.146
4867;80.1295
4868;80.113
4869;80.102
4870;80.089
4871;80.0767
4872;80.0603
4873;80.0439
4874;80.0274
4875;80.1392
4876;80.2511
4877;80.2346
4878;80.2182
4879;80.2078
4880;80.3114
4881;80.3004
4882;80.2898
4883;80.2783
4884;80.2624
4885;80.2463
4886;80.2315
4887;80.2173
4888;80.2035
4889;80.1893
4890;80.1729
4891;80.1565
4892;80.2754
4893;80.3852
4894;80.3691
4895;80.3605
4896;80.3461
4897;80.3296
4898;80.3132
4899;80.4204
4900;80.4062
4901;80.3925
4902;80.3787
4903;80.3623
4904;80.346
4905;80.4584
4906;80.4445
4907;80.4334
4908;80.4185
4909;80.5278
4910;80.6041
4911;80.6773
4912;80.6614
4913;80.6449
4914;80.6285
4915;80.6124
4916;80.6951
4917;80.6786
4918;80.6622
4919;80.6458
4920;80.6294
4921;80.6131
4922;80.5967
4923;80.5803
4924;80.5642
4925;80.666
4926;80.7698
4927;80.757
4928;80.8587
4929;80.8438
4930;80.8289
4931;80.8125
4932;80.7961
4933;80.7797
4934;80.7634
4935;80.747
4936;80.7306
4937;80.7145
4938;80.8025
4939;80.7861
4940;80.7719
4941;80.7593
4942;80.8439
4943;80.8307
4944;80.8144
4945;80.7997
4946;80.7888
4947;80.8751
4948;80.8618
4949;80.9515
4950;81.0223
4951;81.0117
4952;80.9997
4953;80.9834
4954;80.967
4955;81.0417
4956;81.0263
4957;81.106
4958;81.0918
4959;81.0773
4960;81.0619
4961;81.0473
4962;81.0317
4963;81.0158
4964;81.1045
4965;81.18
4966;81.2545
4967;81.2382
4968;81.228
4969;81.2146
4970;81.2064
4971;81.1901
4972;81.1822
4973;81.1727
4974;81.1578
4975;81.2251
4976;81.2228
4977;81.2169
4978;81.2039
4979;81.2599
4980;81.2959
4981;81.2848
4982;81.2687
4983;81.2545
4984;81.2382
4985;81.2637
4986;81.2813
4987;81.2702
4988;81.2776
4989;81.2781
4990;81.2758
4991;81.2718
4992;81.2566
4993;81.2428
4994;81.2265
4995;81.2107
4996;81.1944
4997;81.1782
4998;81.1889
4999;81.1768
5000;81.1641
5001;81.1523
5002;81.1439
5003;81.1309
5004;81.1175
5005;81.1086
5006;81.0924
5007;81.0799
5008;81.1056
5009;81.0909
5010;81.0775
5011;81.0798
5012;81.0654
5013;81.0517
5014;81.0665
5015;81.0773
5016;81.078
5017;81.0635
5018;81.0512
5019;81.0389
5020;81.0248
5021;81.0173
5022;81.0012
5023;80.993
5024;80.9768
5025;80.9685
5026;80.9524
5027;80.9363
5028;80.9446
5029;80.9707
5030;80.9641
5031;80.9529
5032;80.9392
5033;80.9379
5034;80.9324
5035;80.9262
5036;80.9153
5037;80.9088
5038;80.8967
5039;80.8845
5040;80.8736
5041;80.8622
5042;80.8462
5043;80.8301
5044;80.8141
5045;80.7981
5046;80.7821
5047;80.7829
5048;80.7799
5049;80.7639
5050;80.7612
5051;80.7459
5052;80.7299
5053;80.714
5054;80.7227
5055;80.7067
5056;80.7034
5057;80.7057
5058;80.69
5059;80.675
5060;80.6591
5061;80.6432
5062;80.6276
5063;80.6161
5064;80.6024
5065;80.5883
5066;80.574
5067;80.5605
5068;80.5588
5069;80.5581
5070;80.5462
5071;80.5337
5072;80.518
5073;80.5022
5074;80.4863
5075;80.4963
5076;80.4804
5077;80.4837
5078;80.485
5079;80.4824
5080;80.4666
5081;80.4507
5082;80.4349
5083;80.4299
5084;80.4141
5085;80.4053
5086;80.3966
5087;80.3999
5088;80.3841
5089;80.3683
5090;80.3525
5091;80.3367
5092;80.3209
5093;80.3051
5094;80.2894
5095;80.2868
5096;80.2843
5097;80.2722
5098;80.2604
5099;80.2462
5100;80.2324
5101;80.2174
5102;80.204
5103;80.1896
5104;80.1738
5105;80.1789
5106;80.1632
5107;80.167
5108;80.1513
5109;80.1373
5110;80.1216
5111;80.1281
5112;80.1129
5113;80.0973
5114;80.0893
5115;80.0737
5116;80.0863
5117;80.0723
5118;80.0571
5119;80.0537
5120;80.0675
5121;80.054
5122;80.0623
5123;80.06
5124;80.0458
5125;80.0318
5126;80.0193
5127;80.0063
5128;79.9907
5129;79.9757
5130;79.9601
5131;79.945
5132;79.9305
5133;79.915
5134;79.8994
5135;79.8839
5136;79.8683
5137;79.8527
5138;79.8384
5139;79.8685
5140;79.8539
5141;79.8854
5142;79.9155
5143;79.9
5144;79.8845
5145;79.8689
5146;79.8535
5147;79.8383
5148;79.8228
5149;79.87
5150;79.8609
5151;79.8454
5152;79.8299
5153;79.8151
5154;79.8002
5155;79.7847
5156;79.7704
5157;79.834
5158;79.8953
5159;79.9569
5160;79.9457
5161;79.9348
5162;79.9264
5163;79.9934
5164;79.9779
5165;80.043
5166;80.0383
5167;80.0228
5168;80.0236
5169;80.0081
5170;79.9926
5171;79.9779
5172;79.9635
5173;80.0492
5174;80.0338
5175;80.0183
5176;80.1098
5177;80.0943
5178;80.0789
5179;80.0634
5180;80.048
5181;80.1407
5182;80.1254
5183;80.11
5184;80.0945
5185;80.1773
5186;80.1621
5187;80.1487
5188;80.1346
5189;80.1268
5190;80.1142
5191;80.2076
5192;80.1931
5193;80.2928
5194;80.2835
5195;80.2681
5196;80.2623
5197;80.364
5198;80.3536
5199;80.4426
5200;80.4272
5201;80.4117
5202;80.3962
5203;80.3808
5204;80.3653
5205;80.4567
5206;80.4412
5207;80.4258
5208;80.4116
5209;80.3961
5210;80.4926
5211;80.4771
5212;80.5747
5213;80.5593
5214;80.5438
5215;80.5284
5216;80.6239
5217;80.6084
5218;80.5931
5219;80.5777
5220;80.5622
5221;80.5468
5222;80.6593
5223;80.6442
5224;80.7539
5225;80.7391
5226;80.7236
5227;80.7082
5228;80.8098
5229;80.7951
5230;80.7806
5231;80.7677
5232;80.7548
5233;80.7417
5234;80.7288
5235;80.7135
5236;80.6996
5237;80.8104
5238;80.9126
5239;80.9027
5240;80.888
5241;80.9919
5242;80.9802
5243;80.9746
5244;80.9696
5245;80.9633
5246;80.9525
5247;81.0587
5248;81.1594
5249;81.1503
5250;81.1356
5251;81.1365
5252;81.1363
5253;81.2447
5254;81.3375
5255;81.3428
5256;81.3339
5257;81.3235
5258;81.3302
5259;81.3389
5260;81.331
5261;81.338
5262;81.4299
5263;81.4294
5264;81.4241
5265;81.4186
5266;81.4031
5267;81.4211
5268;81.5131
5269;81.6116
5270;81.6987
5271;81.7835
5272;81.806
5273;81.8065
5274;81.8148
5275;81.8132
5276;81.8062
5277;81.7995
5278;81.8916
5279;81.9823
5280;81.9852
5281;81.9762
5282;81.9657
5283;81.9531
5284;82.0421
5285;82.0266
5286;82.0111
5287;82.0146
5288;81.9991
5289;82.005
5290;82.1066
5291;82.2102
5292;82.3096
5293;82.3084
5294;82.3001
5295;82.2867
5296;82.2758
5297;82.2622
5298;82.3765
5299;82.3622
5300;82.3466
5301;82.4779
5302;82.4641
5303;82.4589
5304;82.5893
5305;82.7139
5306;82.7
5307;82.6855
5308;82.8044
5309;82.7898
5310;82.7742
5311;82.7748
5312;82.7821
5313;82.7665
5314;82.7534
5315;82.7397
5316;82.7242
5317;82.7086
5318;82.7118
5319;82.8495
5320;82.9892
5321;82.9748
5322;82.9802
5323;82.9813
5324;82.9657
5325;82.9551
5326;83.1059
5327;83.233
5328;83.2221
5329;83.2106
5330;83.1949
5331;83.201
5332;83.208
5333;83.1964
5334;83.1847
5335;83.1736
5336;83.1628
5337;83.1509
5338;83.292
5339;83.2771
5340;83.4179
5341;83.5446
5342;83.533
5343;83.5188
5344;83.6385
5345;83.6295
5346;83.6144
5347;83.5988
5348;83.5927
5349;83.5771
5350;83.5615
5351;83.5481
5352;83.6848
5353;83.6692
5354;83.6565
5355;83.6418
5356;83.6348
5357;83.6192
5358;83.6046
5359;83.7488
5360;83.7377
5361;83.7262
5362;83.7142
5363;83.7045
5364;83.6944
5365;83.8393
5366;83.839
5367;83.8298
5368;83.9711
5369;83.9689
5370;83.9533
5371;83.9549
5372;83.9568
5373;83.9558
5374;83.9421
5375;83.9323
5376;83.9444
5377;83.953
5378;83.9645
5379;83.9499
5380;83.9553
5381;84.1031
5382;84.2505
5383;84.2416
5384;84.2332
5385;84.375
5386;84.5064
5387;84.499
5388;84.619
5389;84.6318
5390;84.6415
5391;84.6329
5392;84.6203
5393;84.6111
5394;84.6189
5395;84.6032
5396;84.6076
5397;84.6135
5398;84.7308
5399;84.7151
5400;84.7093
5401;84.6938
5402;84.6998
5403;84.7102
5404;84.7188
5405;84.8488
5406;84.9807
5407;84.9903
5408;84.9846
5409;84.9734
5410;85.1046
5411;85.0917
5412;85.0957
5413;85.0905
5414;85.0749
5415;85.0629
5416;85.2001
5417;85.1889
5418;85.1835
5419;85.1747
5420;85.3062
5421;85.2911
5422;85.2764
5423;85.2656
5424;85.2499
5425;85.2341
5426;85.3488
5427;85.3387
5428;85.3252
5429;85.3101
5430;85.2951
5431;85.2799
5432;85.2655
5433;85.3802
5434;85.4795
5435;85.4644
5436;85.5567
5437;85.5416
5438;85.528
5439;85.5131
5440;85.5067
5441;85.4955
5442;85.4817
5443;85.4679
5444;85.4522
5445;85.4365
5446;85.437
5447;85.4331
5448;85.4181
5449;85.5322
5450;85.6212
5451;85.6299
5452;85.6885
5453;85.7474
5454;85.7319
5455;85.7162
5456;85.7164
5457;85.7007
5458;85.6867
5459;85.6731
5460;85.6586
5461;85.6433
5462;85.6276
5463;85.6351
5464;85.6464
5465;85.6313
5466;85.6163
5467;85.6862
5468;85.705
5469;85.6933
5470;85.6817
5471;85.6691
5472;85.7467
5473;85.7336
5474;85.7213
5475;85.8018
5476;85.831
5477;85.8165
5478;85.9032
5479;85.8877
5480;85.8922
5481;85.8801
5482;85.885
5483;85.8694
5484;85.855
5485;85.8587
5486;85.8435
5487;85.8428
5488;85.8314
5489;85.8204
5490;85.8074
5491;85.9023
5492;85.887
5493;85.9768
5494;86.0339
5495;86.0827
5496;86.0942
5497;86.0932
5498;86.083
5499;86.0675
5500;86.0522
5501;86.057
5502;86.0414
5503;86.0258
5504;86.0351
5505;86.0293
5506;86.0871
5507;86.0724
5508;86.0567
5509;86.0414
5510;86.0829
5511;86.0682
5512;86.0537
5513;86.0384
5514;86.0238
5515;86.0556
5516;86.07
5517;86.0725
5518;86.0596
5519;86.045
5520;86.0294
5521;86.0139
5522;85.9985
5523;85.9833
5524;85.9704
5525;85.9549
5526;85.941
5527;85.9255
5528;85.9447
5529;85.9557
5530;85.9402
5531;85.9259
5532;85.9413
5533;85.955
