Liczba statków po wp³yniêciu do kana³u;Œredni czas oczekiwania na wp³yniêcie
2002;88.135
2003;88.091
2004;88.0486
2005;88.0067
2006;87.9632
2007;87.9277
2008;87.8935
2009;87.8596
2010;87.8171
2011;87.7749
2012;87.7347
2013;87.694
2014;87.6546
2015;87.6165
2016;87.5858
2017;87.5424
2018;87.527
2019;87.4885
2020;87.4506
2021;87.4184
2022;87.3772
2023;87.3353
2024;87.2921
2025;87.2497
2026;87.2231
2027;87.1861
2028;87.1493
2029;87.125
2030;87.0831
2031;87.0404
2032;87.0091
2033;87.0013
2034;86.9814
2035;86.9405
2036;86.8988
2037;86.8584
2038;86.8171
2039;86.7745
2040;86.7899
2041;86.7475
2042;86.7061
2043;86.6865
2044;86.6841
2045;86.6589
2046;86.626
2047;86.5939
2048;86.5901
2049;86.5726
2050;86.541
2051;86.5215
2052;86.5172
2053;86.496
2054;86.4687
2055;86.4392
2056;86.4081
2057;86.3756
2058;86.3759
2059;86.3364
2060;86.2972
2061;86.2582
2062;86.2172
2063;86.1754
2064;86.1337
2065;86.0947
2066;86.0531
2067;86.0114
2068;85.9698
2069;85.9283
2070;85.8868
2071;85.8453
2072;85.8063
2073;85.7649
2074;85.7235
2075;85.6822
2076;85.6496
2077;85.6084
2078;85.5901
2079;85.5538
2080;85.5127
2081;85.4869
2082;85.4464
2083;85.4074
2084;85.3684
2085;85.3283
2086;85.2889
2087;85.248
2088;85.2072
2089;85.1701
2090;85.1294
2091;85.0922
2092;85.1124
2093;85.0717
2094;85.0311
2095;84.9905
2096;84.9557
2097;84.916
2098;84.8774
2099;84.9137
2100;84.881
2101;84.8964
2102;84.8611
2103;84.8429
2104;84.8219
2105;84.8552
2106;84.8838
2107;84.8606
2108;84.837
2109;84.8573
2110;84.8279
2111;84.8003
2112;84.7709
2113;84.7954
2114;84.7585
2115;84.7231
2116;84.694
2117;84.6584
2118;84.6243
2119;84.592
2120;84.5562
2121;84.5163
2122;84.4765
2123;84.4376
2124;84.4041
2125;84.3692
2126;84.3296
2127;84.2899
2128;84.2503
2129;84.2107
2130;84.1712
2131;84.1317
2132;84.0952
2133;84.058
2134;84.0186
2135;83.9854
2136;83.9496
2137;83.9188
2138;83.881
2139;83.8445
2140;83.8059
2141;83.7873
2142;83.7487
2143;83.7279
2144;83.6909
2145;83.6566
2146;83.6222
2147;83.5832
2148;83.5443
2149;83.5055
2150;83.4666
2151;83.4278
2152;83.389
2153;83.3503
2154;83.3155
2155;83.2796
2156;83.2461
2157;83.2082
2158;83.1704
2159;83.1412
2160;83.1087
2161;83.0974
2162;83.059
2163;83.0206
2164;82.9822
2165;82.9439
2166;82.9059
2167;82.8705
2168;82.8365
2169;82.8123
2170;82.7773
2171;82.74
2172;82.7074
2173;82.6728
2174;82.6388
2175;82.6008
2176;82.5813
2177;82.5444
2178;82.5329
2179;82.4981
2180;82.4631
2181;82.4285
2182;82.427
2183;82.3893
2184;82.3515
2185;82.3138
2186;82.2762
2187;82.2386
2188;82.2056
2189;82.1681
2190;82.1367
2191;82.0992
2192;82.0767
2193;82.0535
2194;82.0207
2195;81.9861
2196;81.9519
2197;81.9155
2198;81.8782
2199;81.8417
2200;81.8045
2201;81.7673
2202;81.7953
2203;81.816
2204;81.8057
2205;81.7686
2206;81.7362
2207;81.7038
2208;81.6668
2209;81.63
2210;81.5936
2211;81.5567
2212;81.5267
2213;81.4921
2214;81.4564
2215;81.4196
2216;81.4238
2217;81.4486
2218;81.4573
2219;81.4418
2220;81.4057
2221;81.3734
2222;81.3368
2223;81.3038
2224;81.2699
2225;81.2458
2226;81.2093
2227;81.1728
2228;81.1364
2229;81.135
2230;81.1011
2231;81.0661
2232;81.033
2233;80.9967
2234;80.9697
2235;80.9373
2236;80.9635
2237;80.9451
2238;80.9117
2239;80.8781
2240;80.8502
2241;80.8141
2242;80.7781
2243;80.7509
2244;80.7199
2245;80.684
2246;80.6608
2247;80.6249
2248;80.589
2249;80.5855
2250;80.5827
2251;80.5588
2252;80.6181
2253;80.6739
2254;80.6471
2255;80.6955
2256;80.6765
2257;80.6575
2258;80.7204
2259;80.6929
2260;80.6665
2261;80.6372
2262;80.6033
2263;80.5676
2264;80.5321
2265;80.4965
2266;80.461
2267;80.4255
2268;80.534
2269;80.4985
2270;80.4658
2271;80.4304
2272;80.395
2273;80.4539
2274;80.5098
2275;80.4757
2276;80.4406
2277;80.406
2278;80.4713
2279;80.4393
2280;80.404
2281;80.3811
2282;80.3459
2283;80.3131
2284;80.2945
2285;80.2593
2286;80.3562
2287;80.3249
2288;80.2946
2289;80.2596
2290;80.2344
2291;80.1994
2292;80.1644
2293;80.1598
2294;80.1469
2295;80.1126
2296;80.0779
2297;80.1823
2298;80.2538
2299;80.328
2300;80.2931
2301;80.2724
2302;80.3594
2303;80.3295
2304;80.3004
2305;80.2719
2306;80.2425
2307;80.2094
2308;80.1802
2309;80.1455
2310;80.1238
2311;80.0891
2312;80.2204
2313;80.1857
2314;80.151
2315;80.1164
2316;80.1126
2317;80.1143
2318;80.0833
2319;80.0535
2320;80.0223
2321;80.144
2322;80.1399
2323;80.1054
2324;80.0722
2325;80.2094
2326;80.1837
2327;80.1509
2328;80.1774
2329;80.1447
2330;80.1137
2331;80.1207
2332;80.2441
2333;80.2555
2334;80.2268
2335;80.1956
2336;80.2625
2337;80.2383
2338;80.204
2339;80.1697
2340;80.2121
2341;80.2389
2342;80.2086
2343;80.1743
2344;80.1401
2345;80.1895
2346;80.2292
2347;80.1983
2348;80.2292
2349;80.2528
2350;80.2583
2351;80.2948
2352;80.3265
2353;80.2939
2354;80.2598
2355;80.2257
2356;80.1916
2357;80.2062
2358;80.1722
2359;80.2291
2360;80.2742
2361;80.2434
2362;80.2171
2363;80.1916
2364;80.1932
2365;80.2375
2366;80.2391
2367;80.2269
2368;80.2069
2369;80.1935
2370;80.1635
2371;80.1297
2372;80.1025
2373;80.0688
2374;80.067
2375;80.1008
2376;80.0702
2377;80.0606
2378;80.0302
2379;80.0065
2380;79.9758
2381;79.9568
2382;79.9234
2383;79.9034
2384;79.8858
2385;79.8523
2386;79.8189
2387;79.7854
2388;79.752
2389;79.7226
2390;79.6892
2391;79.6559
2392;79.6226
2393;79.5946
2394;79.5668
2395;79.5336
2396;79.5004
2397;79.4672
2398;79.4347
2399;79.4024
2400;79.3693
2401;79.3362
2402;79.3189
2403;79.2925
2404;79.2595
2405;79.2504
2406;79.2208
2407;79.2206
2408;79.1886
2409;79.1557
2410;79.1591
2411;79.1263
2412;79.1309
2413;79.1318
2414;79.145
2415;79.1668
2416;79.1454
2417;79.1197
2418;79.0871
2419;79.116
2420;79.154
2421;79.1229
2422;79.0942
2423;79.0644
2424;79.0354
2425;79.0029
2426;79.0111
2427;78.9835
2428;78.9902
2429;78.9677
2430;78.9416
2431;78.9171
2432;78.8924
2433;78.8692
2434;78.842
2435;78.8175
2436;78.791
2437;78.7637
2438;78.7912
2439;78.7615
2440;78.731
2441;78.735
2442;78.7179
2443;78.6963
2444;78.667
2445;78.6377
2446;78.6164
2447;78.5967
2448;78.576
2449;78.5562
2450;78.5403
2451;78.5277
2452;78.5358
2453;78.5242
2454;78.4948
2455;78.4652
2456;78.4478
2457;78.4294
2458;78.4044
2459;78.4204
2460;78.4193
2461;78.4233
2462;78.392
2463;78.3602
2464;78.3598
2465;78.3485
2466;78.3507
2467;78.3291
2468;78.3061
2469;78.2776
2470;78.2656
2471;78.2362
2472;78.2051
2473;78.1735
2474;78.1421
2475;78.1137
2476;78.0911
2477;78.0649
2478;78.0804
2479;78.0489
2480;78.0175
2481;78.0314
2482;78.0093
2483;77.9873
2484;77.9924
2485;77.9636
2486;77.9322
2487;77.9009
2488;77.8696
2489;77.8392
2490;77.8114
2491;77.8009
2492;77.786
2493;77.7572
2494;77.729
2495;77.7118
2496;77.6839
2497;77.6782
2498;77.6652
2499;77.6375
2500;77.6067
2501;77.5793
2502;77.5707
2503;77.5502
2504;77.5329
2505;77.5137
2506;77.5233
2507;77.4924
2508;77.495
2509;77.4641
2510;77.4342
2511;77.4054
2512;77.3872
2513;77.3564
2514;77.3256
2515;77.2973
2516;77.2753
2517;77.2747
2518;77.2785
2519;77.266
2520;77.2593
2521;77.2397
2522;77.2098
2523;77.1968
2524;77.2112
2525;77.1806
2526;77.15
2527;77.1296
2528;77.154
2529;77.1748
2530;77.1443
2531;77.1159
2532;77.0855
2533;77.055
2534;77.0246
2535;76.9965
2536;76.9677
2537;76.9373
2538;76.9554
2539;76.9272
2540;76.8969
2541;76.9237
2542;76.8934
2543;76.8689
2544;76.8465
2545;76.827
2546;76.8058
2547;76.777
2548;76.7745
2549;76.7454
2550;76.7316
2551;76.7528
2552;76.7228
2553;76.7143
2554;76.6869
2555;76.6608
2556;76.6323
2557;76.6536
2558;76.6617
2559;76.6318
2560;76.6316
2561;76.6017
2562;76.6039
2563;76.5781
2564;76.5482
2565;76.5184
2566;76.4886
2567;76.4588
2568;76.429
2569;76.3992
2570;76.4075
2571;76.3943
2572;76.4058
2573;76.3806
2574;76.3555
2575;76.3266
2576;76.3137
2577;76.2843
2578;76.2571
2579;76.2275
2580;76.198
2581;76.1685
2582;76.139
2583;76.1095
2584;76.0801
2585;76.0521
2586;76.0246
2587;75.9992
2588;75.9719
2589;75.9426
2590;75.9236
2591;75.9028
2592;75.8763
2593;75.8563
2594;75.836
2595;75.8124
2596;75.804
2597;75.7853
2598;75.7562
2599;75.7749
2600;75.7847
2601;75.7583
2602;75.7292
2603;75.7001
2604;75.672
2605;75.697
2606;75.6683
2607;75.6432
2608;75.6816
2609;75.6614
2610;75.634
2611;75.605
2612;75.576
2613;75.5471
2614;75.5954
2615;75.6641
2616;75.7131
2617;75.7755
2618;75.7512
2619;75.8197
2620;75.7907
2621;75.8636
2622;75.8349
2623;75.806
2624;75.7771
2625;75.8619
2626;75.835
2627;75.8062
2628;75.7775
2629;75.8323
2630;75.8035
2631;75.7747
2632;75.7459
2633;75.8281
2634;75.8845
2635;75.8557
2636;75.934
2637;75.9052
2638;75.8764
2639;75.943
2640;75.9142
2641;75.8869
2642;75.8651
2643;75.8409
2644;75.8141
2645;75.7854
2646;75.7568
2647;75.8452
2648;75.8166
2649;75.8082
2650;75.7796
2651;75.7535
2652;75.838
2653;75.9386
2654;76.0051
2655;76.0906
2656;76.096
2657;76.0818
2658;76.0661
2659;76.0443
2660;76.1274
2661;76.1983
2662;76.1772
2663;76.1526
2664;76.1264
2665;76.1007
2666;76.0817
2667;76.0583
2668;76.0374
2669;76.1378
2670;76.1134
2671;76.0966
2672;76.0817
2673;76.0574
2674;76.0293
2675;76.0109
2676;76.1462
2677;76.2807
2678;76.42
2679;76.4427
2680;76.4483
2681;76.4352
2682;76.4596
2683;76.4663
2684;76.4559
2685;76.4404
2686;76.4148
2687;76.4609
2688;76.4327
2689;76.4057
2690;76.3773
2691;76.387
2692;76.3846
2693;76.3587
2694;76.3457
2695;76.3347
2696;76.3629
2697;76.3346
2698;76.3247
2699;76.31
2700;76.2818
2701;76.3056
2702;76.3009
2703;76.3077
2704;76.2824
2705;76.2587
2706;76.2367
2707;76.2194
2708;76.1912
2709;76.1631
2710;76.1371
2711;76.1116
2712;76.0865
2713;76.0588
2714;76.091
2715;76.121
2716;76.093
2717;76.065
2718;76.1013
2719;76.0756
2720;76.1115
2721;76.1537
2722;76.1261
2723;76.0982
2724;76.1151
2725;76.0921
2726;76.1298
2727;76.1436
2728;76.1746
2729;76.1906
2730;76.1841
2731;76.1706
2732;76.1875
2733;76.1602
2734;76.135
2735;76.1072
2736;76.0793
2737;76.0516
2738;76.0238
2739;75.996
2740;76.0381
2741;76.0128
2742;75.9894
2743;75.9658
2744;75.9381
2745;75.9104
2746;75.8832
2747;75.8556
2748;75.8287
2749;75.8012
2750;75.7736
2751;75.746
2752;75.7196
2753;75.6921
2754;75.6646
2755;75.6371
2756;75.6097
2757;75.5823
2758;75.5553
2759;75.5279
2760;75.5005
2761;75.4732
2762;75.4687
2763;75.4448
2764;75.4208
2765;75.4044
2766;75.3959
2767;75.3704
2768;75.3583
2769;75.3313
2770;75.3041
2771;75.3067
2772;75.2796
2773;75.2524
2774;75.2253
2775;75.1982
2776;75.1765
2777;75.1503
2778;75.1232
2779;75.1383
2780;75.1113
2781;75.0843
2782;75.0573
2783;75.0674
2784;75.0561
2785;75.0835
2786;75.059
2787;75.0321
2788;75.0055
2789;74.9786
2790;74.9517
2791;74.9249
2792;74.8994
2793;74.8725
2794;74.8686
2795;74.8419
2796;74.8158
2797;74.8244
2798;74.7977
2799;74.771
2800;74.7466
2801;74.762
2802;74.7416
2803;74.7606
2804;74.7439
2805;74.7172
2806;74.6906
2807;74.664
2808;74.6374
2809;74.6609
2810;74.6728
2811;74.674
2812;74.6596
2813;74.6361
2814;74.6723
2815;74.6457
2816;74.6192
2817;74.5927
2818;74.5663
2819;74.5398
2820;74.5912
2821;74.5648
2822;74.5383
2823;74.5119
2824;74.4856
2825;74.4592
2826;74.4348
2827;74.5031
2828;74.4767
2829;74.5413
2830;74.5149
2831;74.4886
2832;74.5682
2833;74.5419
2834;74.5156
2835;74.4924
2836;74.4662
2837;74.4399
2838;74.416
2839;74.5161
2840;74.4919
2841;74.4659
2842;74.5185
2843;74.4943
2844;74.4682
2845;74.545
2846;74.5839
2847;74.6164
2848;74.6018
2849;74.5879
2850;74.5729
2851;74.5552
2852;74.5378
2853;74.5217
2854;74.5036
2855;74.4775
2856;74.4514
2857;74.5
2858;74.5463
2859;74.5202
2860;74.5811
2861;74.6161
2862;74.6562
2863;74.658
2864;74.7325
2865;74.7211
2866;74.7021
2867;74.6827
2868;74.6581
2869;74.6364
2870;74.6104
2871;74.5844
2872;74.5585
2873;74.5325
2874;74.5641
2875;74.5609
2876;74.5349
2877;74.5296
2878;74.5198
2879;74.5058
2880;74.4866
2881;74.4637
2882;74.4406
2883;74.4148
2884;74.3904
2885;74.3652
2886;74.3498
2887;74.3241
2888;74.3233
2889;74.3002
2890;74.2942
2891;74.2724
2892;74.2717
2893;74.2709
2894;74.2452
2895;74.2201
2896;74.1954
2897;74.1708
2898;74.1465
2899;74.122
2900;74.0974
2901;74.0723
2902;74.0467
2903;74.0303
2904;74.0048
2905;73.9793
2906;73.9538
2907;73.954
2908;73.9319
2909;73.9135
2910;73.8891
2911;73.8669
2912;73.8415
2913;73.8169
2914;73.7921
2915;73.7676
2916;73.7423
2917;73.7317
2918;73.7096
2919;73.7058
2920;73.6831
2921;73.6613
2922;73.639
2923;73.615
2924;73.5898
2925;73.5696
2926;73.5486
2927;73.5402
2928;73.5174
2929;73.5043
2930;73.4792
2931;73.4955
2932;73.4993
2933;73.5313
2934;73.5063
2935;73.5049
2936;73.5264
2937;73.5013
2938;73.4763
2939;73.4801
2940;73.5012
2941;73.4986
2942;73.4736
2943;73.4486
2944;73.4622
2945;73.4764
2946;73.4515
2947;73.4266
2948;73.4413
2949;73.4164
2950;73.3915
2951;73.418
2952;73.4552
2953;73.433
2954;73.4645
2955;73.4531
2956;73.4393
2957;73.4165
2958;73.4385
2959;73.4898
2960;73.4677
2961;73.4999
2962;73.4751
2963;73.4503
2964;73.4889
2965;73.5397
2966;73.515
2967;73.4924
2968;73.5149
2969;73.494
2970;73.4746
2971;73.4532
2972;73.4309
2973;73.4599
2974;73.5035
2975;73.5484
2976;73.5303
2977;73.5127
2978;73.4881
2979;73.5064
2980;73.5749
2981;73.5502
2982;73.5255
2983;73.5548
2984;73.5308
2985;73.5062
2986;73.4816
2987;73.5609
2988;73.6455
2989;73.681
2990;73.7702
2991;73.7456
2992;73.8321
2993;73.8977
2994;73.9492
2995;74.0218
2996;74.0578
2997;74.05
2998;74.0401
2999;74.0301
3000;74.0186
3001;73.9981
3002;73.9762
3003;73.955
3004;73.9303
3005;73.9057
3006;73.9851
3007;74.0638
3008;74.0851
3009;74.0638
3010;74.0404
3011;74.0164
3012;73.9935
3013;73.9689
3014;74.0749
3015;74.0503
3016;74.0262
3017;74.1471
3018;74.1668
3019;74.2724
3020;74.3775
3021;74.4853
3022;74.6085
3023;74.6311
3024;74.6525
3025;74.6744
3026;74.6497
3027;74.625
3028;74.6004
3029;74.5758
3030;74.7174
3031;74.8299
3032;74.8489
3033;74.9018
3034;74.9336
3035;74.9136
3036;74.934
3037;74.9534
3038;74.9759
3039;74.9578
3040;74.9849
3041;74.9602
3042;75.0142
3043;75.0374
3044;75.0917
3045;75.067
3046;75.0424
3047;75.0802
3048;75.0556
3049;75.0863
3050;75.0855
3051;75.0635
3052;75.0389
3053;75.0144
3054;75.0831
3055;75.0606
3056;75.044
3057;75.0569
3058;75.0323
3059;75.0433
3060;75.0542
3061;75.0449
3062;75.0248
3063;75.0003
3064;74.9758
3065;75.006
3066;74.9826
3067;75.0152
3068;75.0024
3069;74.9806
3070;74.9562
3071;74.9317
3072;74.9074
3073;74.8833
3074;74.9181
3075;74.908
3076;74.8889
3077;74.8821
3078;74.8578
3079;74.8358
3080;74.8115
3081;74.8044
3082;74.7802
3083;74.7913
3084;74.7671
3085;74.7428
3086;74.7415
3087;74.7251
3088;74.7062
3089;74.682
3090;74.6578
3091;74.6336
3092;74.6095
3093;74.5935
3094;74.5716
3095;74.5475
3096;74.5447
3097;74.5207
3098;74.497
3099;74.4729
3100;74.4757
3101;74.4538
3102;74.4298
3103;74.4058
3104;74.3818
3105;74.3579
3106;74.3431
3107;74.3192
3108;74.2953
3109;74.2966
3110;74.2727
3111;74.249
3112;74.2396
3113;74.2157
3114;74.1919
3115;74.1681
3116;74.1443
3117;74.1205
3118;74.0967
3119;74.0761
3120;74.0524
3121;74.0287
3122;74.0097
3123;73.986
3124;73.9623
3125;73.9387
3126;73.915
3127;73.9139
3128;73.8903
3129;73.8666
3130;73.8476
3131;73.8279
3132;73.8058
3133;73.7844
3134;73.7609
3135;73.7548
3136;73.7313
3137;73.7078
3138;73.6844
3139;73.6626
3140;73.644
3141;73.6213
3142;73.6184
3143;73.6192
3144;73.6
3145;73.5766
3146;73.5532
3147;73.533
3148;73.5114
3149;73.4897
3150;73.491
3151;73.4677
3152;73.4638
3153;73.4464
3154;73.4256
3155;73.4327
3156;73.4124
3157;73.4053
3158;73.3929
3159;73.4118
3160;73.4385
3161;73.4153
3162;73.4537
3163;73.4305
3164;73.4073
3165;73.3841
3166;73.3609
3167;73.4121
3168;73.4653
3169;73.5116
3170;73.4935
3171;73.5367
3172;73.5174
3173;73.4974
3174;73.4743
3175;73.4511
3176;73.428
3177;73.4049
3178;73.4626
3179;73.5347
3180;73.5115
3181;73.5351
3182;73.5221
3183;73.5088
3184;73.486
3185;73.4638
3186;73.4415
3187;73.4185
3188;73.4488
3189;73.433
3190;73.4118
3191;73.39
3192;73.369
3193;73.4073
3194;73.3843
3195;73.4194
3196;73.3975
3197;73.3745
3198;73.3516
3199;73.3328
3200;73.3835
3201;73.3673
3202;73.3514
3203;73.3652
3204;73.3461
3205;73.3276
3206;73.3103
3207;73.3048
3208;73.2822
3209;73.3142
3210;73.2945
3211;73.2717
3212;73.2489
3213;73.2261
3214;73.2616
3215;73.2969
3216;73.2747
3217;73.2526
3218;73.2322
3219;73.2125
3220;73.1979
3221;73.1805
3222;73.2142
3223;73.2515
3224;73.2827
3225;73.2762
3226;73.3006
3227;73.2956
3228;73.2743
3229;73.2622
3230;73.2395
3231;73.278
3232;73.2559
3233;73.2346
3234;73.2721
3235;73.2494
3236;73.2268
3237;73.2053
3238;73.1827
3239;73.2348
3240;73.2394
3241;73.2879
3242;73.2672
3243;73.2461
3244;73.2594
3245;73.3232
3246;73.305
3247;73.3012
3248;73.3006
3249;73.2781
3250;73.257
3251;73.2345
3252;73.3127
3253;73.2909
3254;73.2684
3255;73.3541
3256;73.4031
3257;73.3835
3258;73.4381
3259;73.4155
3260;73.4431
3261;73.4313
3262;73.4654
3263;73.4437
3264;73.4212
3265;73.433
3266;73.4107
3267;73.4214
3268;73.4007
3269;73.3804
3270;73.358
3271;73.3983
3272;73.4416
3273;73.4249
3274;73.4064
3275;73.4427
3276;73.4247
3277;73.4515
3278;73.4291
3279;73.4067
3280;73.3847
3281;73.3997
3282;73.3774
3283;73.355
3284;73.3327
3285;73.312
3286;73.2897
3287;73.2674
3288;73.2949
3289;73.2778
3290;73.2949
3291;73.2727
3292;73.2504
3293;73.2282
3294;73.2477
3295;73.2276
3296;73.2536
3297;73.2314
3298;73.2636
3299;73.2414
3300;73.2192
3301;73.197
3302;73.1777
3303;73.1596
3304;73.2053
3305;73.1917
3306;73.2383
3307;73.2174
3308;73.272
3309;73.2498
3310;73.2925
3311;73.2746
3312;73.2525
3313;73.2959
3314;73.3071
3315;73.2849
3316;73.2985
3317;73.3141
3318;73.2922
3319;73.3392
3320;73.3172
3321;73.3413
3322;73.3788
3323;73.4064
3324;73.4321
3325;73.4146
3326;73.3981
3327;73.4384
3328;73.4189
3329;73.3968
3330;73.4366
3331;73.4437
3332;73.5039
3333;73.484
3334;73.463
3335;73.441
3336;73.485
3337;73.5272
3338;73.5058
3339;73.4838
3340;73.4618
3341;73.4849
3342;73.4629
3343;73.441
3344;73.4244
3345;73.4029
3346;73.4189
3347;73.4749
3348;73.4592
3349;73.46
3350;73.4478
3351;73.4857
3352;73.5477
3353;73.5381
3354;73.527
3355;73.5114
3356;73.5506
3357;73.5398
3358;73.5278
3359;73.5307
3360;73.5697
3361;73.5495
3362;73.5305
3363;73.5116
3364;73.5486
3365;73.5851
3366;73.5632
3367;73.5425
3368;73.5207
3369;73.4995
3370;73.5473
3371;73.5272
3372;73.5056
3373;73.5593
3374;73.6052
3375;73.6371
3376;73.6156
3377;73.5942
3378;73.5724
3379;73.6039
3380;73.6656
3381;73.6484
3382;73.6983
3383;73.6817
3384;73.664
3385;73.6475
3386;73.6292
3387;73.6131
3388;73.6514
3389;73.7192
3390;73.7826
3391;73.8166
3392;73.8814
3393;73.8599
3394;73.9144
3395;73.9211
3396;73.9225
3397;73.9783
3398;74.0295
3399;74.0591
3400;74.0478
3401;74.026
3402;74.0043
3403;74.0628
3404;74.1158
3405;74.0993
3406;74.082
3407;74.0626
3408;74.0945
3409;74.0727
3410;74.1003
3411;74.079
3412;74.0594
3413;74.0482
3414;74.0292
3415;74.0076
3416;73.9962
3417;73.9765
3418;73.9549
3419;73.9333
3420;73.9917
3421;73.9762
3422;73.9545
3423;73.9381
3424;73.9165
3425;73.8975
3426;73.8782
3427;73.8718
3428;73.855
3429;73.9335
3430;74.0109
3431;73.9934
3432;74.0607
3433;74.1245
3434;74.1087
3435;74.0926
3436;74.0793
3437;74.0652
3438;74.0437
3439;74.0223
3440;74.0013
3441;73.9798
3442;73.9655
3443;73.9441
3444;73.9504
3445;73.9672
3446;73.9739
3447;73.9569
3448;73.9588
3449;73.9444
3450;73.9309
3451;73.9162
3452;74.023
3453;74.1356
3454;74.2434
3455;74.2338
3456;74.2236
3457;74.3322
3458;74.319
3459;74.2985
3460;74.2787
3461;74.3032
3462;74.4201
3463;74.3986
3464;74.3798
3465;74.4196
3466;74.3981
3467;74.5338
3468;74.6667
3469;74.648
3470;74.7073
3471;74.7592
3472;74.74
3473;74.7922
3474;74.7732
3475;74.7537
3476;74.8867
3477;74.8652
3478;74.9102
3479;74.9778
3480;75.121
3481;75.1035
3482;75.0826
3483;75.0616
3484;75.0401
3485;75.0186
3486;74.9971
3487;75.0428
3488;75.041
3489;75.0274
3490;75.0121
3491;75.187
3492;75.3475
3493;75.326
3494;75.3675
3495;75.3488
3496;75.3273
3497;75.4992
3498;75.4791
3499;75.4594
3500;75.4915
3501;75.4699
3502;75.6324
3503;75.6488
3504;75.6638
3505;75.7974
3506;75.7758
3507;75.9141
3508;75.8928
3509;75.872
3510;75.8504
3511;75.8745
3512;75.8537
3513;75.8321
3514;75.8724
3515;75.8527
3516;76.0163
3517;76.0292
3518;76.01
3519;75.9886
3520;76.1555
3521;76.1868
3522;76.1652
3523;76.3373
3524;76.3156
3525;76.4527
3526;76.4368
3527;76.4184
3528;76.4322
3529;76.445
3530;76.4233
3531;76.4017
3532;76.3964
3533;76.4173
3534;76.3987
3535;76.3909
3536;76.5753
3537;76.7406
3538;76.7189
3539;76.8709
3540;77.0096
3541;77.1169
3542;77.0951
3543;77.11
3544;77.0978
3545;77.0761
3546;77.0851
3547;77.2269
3548;77.2378
3549;77.2174
3550;77.3553
3551;77.4974
3552;77.4817
3553;77.4663
3554;77.4512
3555;77.4362
3556;77.417
3557;77.3976
3558;77.3759
3559;77.3914
3560;77.377
3561;77.5333
3562;77.6582
3563;77.6878
3564;77.6677
3565;77.8011
3566;77.7807
3567;77.8078
3568;77.786
3569;77.7923
3570;77.7705
3571;77.7724
3572;77.7823
3573;77.7675
3574;77.9226
3575;77.9067
3576;78.0441
3577;78.0229
3578;78.0196
3579;78.0333
3580;78.0115
3581;77.9908
3582;77.969
3583;77.9473
3584;77.9255
3585;78.0828
3586;78.0836
3587;78.0859
3588;78.0823
3589;78.2367
3590;78.2321
3591;78.2245
3592;78.219
3593;78.1982
3594;78.1806
3595;78.1621
3596;78.1441
3597;78.1328
3598;78.1158
3599;78.2843
3600;78.4235
3601;78.4024
3602;78.5448
3603;78.6872
3604;78.6654
3605;78.6436
3606;78.6218
3607;78.7531
3608;78.8989
3609;78.8808
3610;79.0284
3611;79.0081
3612;78.9863
3613;78.9685
3614;78.9466
3615;78.9248
3616;78.9029
3617;78.8811
3618;78.8605
3619;79.0026
3620;78.9829
3621;79.1277
3622;79.1976
3623;79.1796
3624;79.2543
3625;79.3222
3626;79.3909
3627;79.369
3628;79.3471
3629;79.3253
3630;79.3186
3631;79.2967
3632;79.2749
3633;79.2531
3634;79.252
3635;79.3725
3636;79.3548
3637;79.4784
3638;79.4634
3639;79.5714
3640;79.6794
3641;79.6575
3642;79.6359
3643;79.6362
3644;79.6524
3645;79.6339
3646;79.6145
3647;79.6031
3648;79.584
3649;79.5708
3650;79.549
3651;79.5301
3652;79.5101
3653;79.5007
3654;79.4795
3655;79.4589
3656;79.4371
3657;79.4154
3658;79.546
3659;79.6621
3660;79.6423
3661;79.6497
3662;79.6638
3663;79.6421
3664;79.7619
3665;79.7403
3666;79.8382
3667;79.8226
3668;79.8068
3669;79.8266
3670;79.8446
3671;79.8358
3672;79.8211
3673;79.7993
3674;79.9045
3675;79.9139
3676;79.8922
3677;79.8704
3678;79.9734
3679;79.9927
3680;79.9749
3681;79.957
3682;79.9397
3683;79.9192
3684;79.8975
3685;79.9169
3686;79.8952
3687;79.92
3688;79.8984
3689;80.0225
3690;80.1083
3691;80.1677
3692;80.2215
3693;80.2393
3694;80.2188
3695;80.2491
3696;80.2583
3697;80.2802
3698;80.2586
3699;80.2378
3700;80.2683
3701;80.2477
3702;80.2789
3703;80.2586
3704;80.2384
3705;80.2168
3706;80.1951
3707;80.1737
3708;80.2183
3709;80.2391
3710;80.2182
3711;80.1966
3712;80.2177
3713;80.2713
3714;80.259
3715;80.2798
3716;80.2639
3717;80.2506
3718;80.2539
3719;80.3254
3720;80.3841
3721;80.3625
3722;80.3409
3723;80.3193
3724;80.2987
3725;80.3542
3726;80.4073
3727;80.4102
3728;80.3886
3729;80.4198
3730;80.4645
3731;80.4483
3732;80.4302
3733;80.4182
3734;80.4103
3735;80.4275
3736;80.4224
3737;80.4074
3738;80.3979
3739;80.3764
3740;80.3992
3741;80.3777
3742;80.372
3743;80.3517
3744;80.3316
3745;80.3126
3746;80.294
3747;80.3345
3748;80.3698
3749;80.3484
3750;80.3288
3751;80.3099
3752;80.3499
3753;80.3631
3754;80.3462
3755;80.3254
3756;80.3515
3757;80.3365
3758;80.3498
3759;80.3315
3760;80.3578
3761;80.3719
3762;80.3545
3763;80.3685
3764;80.3924
3765;80.3711
3766;80.3497
3767;80.374
