service_duration
0
0
0
0
0
0
0
0.590418
1.06845
0.961603
0.874185
0.801336
5.18475
5.84031
5.45096
5.11028
4.85907
4.58913
4.34759
4.13021
3.93354
3.75474
3.78534
3.71353
3.56498
3.42787
3.30091
3.18302
3.07326
2.97082
2.87499
2.78514
2.70075
3.10452
3.35376
3.46433
3.50568
3.73635
3.85324
3.75691
3.66913
3.61041
3.5572
3.47635
3.3991
3.32521
3.31064
3.39064
3.44695
3.55205
3.5787
3.50988
3.44366
3.37989
3.47386
3.42457
3.83876
3.77258
4.12854
4.09297
4.02587
3.96094
5.23968
5.15781
5.07845
5.00151
4.93215
5.64696
5.66986
6.3693
7.21905
7.7249
7.61908
7.80775
7.95629
7.85702
7.76547
7.69608
7.76762
7.93607
8.21318
8.43431
8.33429
8.23507
8.13819
8.09404
8.001
7.93795
7.84876
7.76155
7.67626
7.59282
7.51118
7.43127
7.35305
7.27645
7.20144
7.12796
7.11538
7.05174
7.08213
7.12616
7.1716
7.14611
7.17732
7.12751
7.06089
6.99552
6.93134
6.86832
6.80645
6.78319
6.72316
6.68397
6.66847
6.61098
6.55448
6.82876
6.82675
6.8739
6.93871
7.21067
7.45447
7.51417
7.67979
7.69415
7.79109
7.84951
7.78867
7.72875
8.59972
9.16963
9.42865
9.35829
9.3369
9.40846
9.46968
9.48236
9.41414
9.3469
9.28061
9.21525
9.15081
9.09244
9.02974
8.96789
8.94991
8.89074
8.84267
8.79213
8.793
8.77236
8.71801
8.6614
8.60552
9.37709
10.2688
10.2621
10.7354
10.6684
10.9093
10.9416
10.9594
11.0025
10.9358
10.9061
10.9111
10.9042
10.8689
10.8593
10.8599
10.864
10.8012
10.8583
10.802
10.7702
10.7103
10.6502
10.5907
10.9724
11.327
11.3069
11.3325
11.443
11.5306
11.5495
11.5177
11.4627
11.6752
11.6138
11.553
11.5362
11.6032
11.6618
11.6411
11.9335
12.0937
12.0327
11.9722
11.9156
11.8564
11.7977
11.7395
11.682
11.6488
11.6306
11.5744
11.5188
11.4637
11.538
11.6584
11.6271
11.7177
11.663
11.7999
11.7453
11.6912
11.6375
11.5844
11.5317
11.8576
11.8042
11.7512
11.6988
11.6658
11.6736
11.6617
11.872
11.9578
11.9815
11.9865
12.6823
12.6819
12.6535
12.6427
12.5983
12.5451
12.8984
12.9237
12.8773
13.3893
13.9153
14.1908
14.2234
14.2435
14.2761
14.3064
14.7591
14.7071
14.6539
14.8478
15.1367
15.2143
15.1544
15.2958
15.2566
15.2362
15.1979
15.2171
15.1585
15.1338
15.0824
15.0251
15.5613
16.1275
16.0669
16.0067
15.9925
15.9331
15.8741
15.8155
15.7573
15.6996
15.666
15.616
15.6166
15.6439
15.6312
15.5752
15.5196
15.4643
15.4095
15.355
15.301
15.7421
16.2451
16.2058
16.2011
16.1851
16.2008
16.2232
16.2144
16.3156
16.607
16.5781
16.5472
16.6231
16.6283
16.7302
16.8593
16.8621
17.1538
17.1302
17.0739
17.0179
16.9623
16.907
16.9024
17.2423
17.2833
17.717
17.7049
17.8008
17.8711
17.8143
17.758
17.7055
17.7412
17.6856
17.6303
17.5754
17.5274
17.4731
17.4192
17.3696
17.7473
18.1251
18.0698
18.4802
18.4726
18.5784
18.5299
18.4795
18.442
18.4134
18.3806
18.347
18.3114
18.2764
18.2284
18.2183
18.1651
18.1121
18.0815
18.1145
18.0968
18.0798
18.4111
18.7487
18.6951
18.6535
19.0227
19.3587
19.3821
19.3275
19.2733
19.2193
19.1656
19.1181
19.5748
19.5466
19.4926
19.4389
19.3855
19.4002
20.0839
20.0292
19.9748
20.5589
20.8749
20.8984
20.8686
20.8126
20.757
20.7016
20.7864
20.7312
20.6764
20.9185
20.8634
20.8765
21.289
21.5215
21.4904
21.605
21.7701
21.7139
21.6829
21.6557
21.6002
21.6432
21.588
21.533
21.9974
22.007
21.9859
21.9684
21.9249
22.3714
22.718
22.6693
22.6258
22.5876
22.7488
22.6927
22.6777
22.8831
22.8404
22.8673
22.8115
22.756
23.0716
23.3743
23.4364
23.3799
23.3772
23.3212
23.2654
23.2142
23.1879
23.2199
23.1649
23.1101
23.0556
23.0014
22.9474
22.8936
23.1275
23.1209
23.0823
23.3317
23.2879
23.2341
23.1806
23.1273
23.1481
23.1075
23.0668
23.0288
22.9904
23.414
23.4194
23.3722
23.5443
23.5166
23.4884
23.4359
